Id,SalePrice
359,192589.80084230116
2059,100237.62522483336
2092,248873.55773007503
2516,232203.41539281685
150,110706.48637584371
1656,148033.85456555444
83,92836.0994515544
2411,192021.29998584767
795,67668.13845003961
2312,233982.6454518676
2917,92788.25498048383
1624,191968.0576860289
2215,283500.254948973
1211,155487.83115785237
1485,174282.89392813886
1024,193478.06048114912
570,210406.73114151397
2874,142856.82301832145
700,156749.67110934074
2756,206503.62034168726
2022,169583.28924579697
583,226647.41758090566
2392,376700.06956084946
2424,198913.47599933954
212,150755.1066235826
736,123790.89896024606
1610,177031.23549644902
890,118468.27999097772
467,183501.27644689512
578,231633.93415529028
1747,195067.74520667017
1149,176079.89208802604
2758,247621.58251031727
857,114936.35593752643
2219,263580.8350916825
733,116917.96324395854
2909,127816.09669230523
1798,259638.92722124502
235,127670.77303410778
2366,150148.35194861755
1027,128517.90211359174
1195,127394.46748092055
1303,14952.675225881481
148,193303.4580251316
608,162604.047300093
2515,189311.70888718468
821,255215.1892794068
2500,249147.2846214702
745,103380.6297255351
741,128413.45602250169
1611,117765.14525320308
2532,116075.72049078578
1081,239557.85854173725
1692,411316.5246751808
2520,208140.984888444
276,117346.28721655862
1992,127579.68052833914
663,58786.340705057824
418,136968.95021669392
1733,194208.52528087434
2359,145998.76095943688
253,193146.4335731108
1518,174889.4384102416
2035,145121.6840750877
2919,75954.59573611806
1540,240479.25473933757
2120,143712.29242661205
1674,186886.85444103385
256,142542.6641567177
2361,81205.2838635565
978,78500.04582533357
2280,144322.90475239092
2095,231340.51853452035
1709,330938.9358568323
2801,248418.8967789956
1246,90514.592981403
2373,122670.69540346763
1055,292292.27487433364
2017,122945.13930171453
1099,283091.59043648554
1344,87201.43709658644
835,172305.79588540393
1117,202414.94629296148
2043,85307.41056825388
2085,117231.74776016222
410,168228.92311663472
2650,115847.68947736116
2867,164831.39103502565
1668,107768.96005163272
1161,180854.14629610442
2122,172527.10006916203
2539,126119.64945065169
1047,146518.88128298245
1445,107340.62677841916
541,125900.43328260322
569,214964.83076846233
1276,122520.39751214851
918,142487.1418754634
326,162433.03046736575
1936,114341.6925387375
895,82929.81188027973
257,146256.6387499827
1241,184679.1181960889
1545,117330.98146641803
1189,173902.7639907449
270,163595.39200653497
2066,201030.32669152573
693,113232.98988370894
1259,170134.73697811097
2916,146928.82372782019
2321,267418.39018250833
1977,119861.66238939468
1895,153067.07903018667
1240,166107.3762894518
85,152865.89057237527
1823,131192.6706095923
825,288395.1732461538
110,231490.16943374107
697,127292.14069097381
2297,100521.14701874305
1231,126214.60087479942
1355,128037.620186915
968,347242.8383633479
584,240845.67260685455
1315,119014.52107808707
1606,148783.94098671686
206,138555.55994034468
1685,364722.5732707478
2016,129248.75410714027
869,208347.2824736798
2135,119606.26501369884
2346,181798.6562666802
2430,239522.81993851924
2198,77933.86723188606
2652,123669.36244500533
27,112181.10957363513
241,177799.4810050656
906,131386.72286896518
1506,104841.18322438363
2098,326075.85543412785
1435,227215.59257100962
2213,126449.4532909164
1274,135275.37757549417
743,75314.15740410045
1737,199057.51376717185
2797,279125.59091514663
2185,77965.10102160394
58,192812.50344712834
830,203269.9034685091
808,136341.8166722384
680,144914.58540988123
1153,110804.46847647284
1291,142338.61269215672
1818,186954.71009678347
2161,191674.78095567223
1883,110655.43602327148
350,321125.2635231643
2473,142706.9626056179
295,178785.37881003297
293,199980.24336604576
859,115221.98485888694
288,53018.4343804089
1578,151545.45636028692
102,208557.92019610753
2831,174049.81500864853
1030,162435.09409870344
2551,119245.86796318562
1286,155344.8459985955
958,283603.0632565031
776,123727.9996195228
72,223572.89554134844
2263,241935.86473401557
1866,151822.74414444464
2876,62213.692377323096
2146,250221.79627592023
103,186700.46270252162
1500,162355.54240005751
492,183866.92330432773
167,136894.66691216815
2597,113318.41293973658
2685,103167.8562014231
1035,142013.55193205993
1220,42422.325090961094
2602,150034.424511899
2159,217922.47225781722
695,160775.96152169493
1109,264122.6811871137
640,183534.77650937348
1652,153977.88316097276
2090,187385.55916477408
1188,194869.63372887045
2345,235619.19384961092
1059,372066.2141801645
2751,230768.71778499917
128,217311.61702308696
1523,178290.4240639578
2925,165642.63971270705
2145,291725.5629418845
1121,220038.8610417186
566,283615.50135222735
565,221491.347242042
1331,132916.68094044348
2928,115768.85344048655
156,128715.49552842077
797,154629.6927973377
327,96951.60998375663
2859,140212.77976025915
1453,102660.79982589534
1762,330234.705014996
1868,210073.3426853174
1760,183522.08956008864
1113,248684.32243754363
1812,193639.0720931568
117,165096.69780979562
1142,227071.78651404183
2342,354933.9608416847
927,118636.83432692799
2478,184449.46292197565
655,57885.26522050338
2064,109019.19428427628
369,226394.99043072222
2239,117612.88626031319
2732,224732.05009053837
1653,163921.85655869238
959,202795.27809071372
2395,323372.15399764385
1412,109408.39898879133
271,242044.15770017216
1484,174745.6217734355
1497,157897.24455762788
552,182524.28079534593
2,110161.00676026501
1855,291169.0365005675
4,256819.00346114737
2292,172575.2232807726
134,138415.874909185
646,115891.62195447854
42,316290.1162487856
532,224535.80310880538
713,94272.85745930322
2561,125797.04957361857
2360,116626.70596610641
1333,128643.41063007727
1407,189012.61989824742
2892,276766.817569627
574,239026.6303197213
1227,195010.1257491763
2591,235819.97359747687
1476,215707.84296090656
1125,261466.19981675793
1446,118861.81320556562
408,112221.73067707152
1101,283311.43017117225
2251,199459.57594487225
373,198711.9313348572
2554,106518.66337659257
2382,278969.968843388
1985,72617.50594437553
519,225042.36381911195
1093,192670.43112452424
864,248183.92071227892
2889,148352.0368664401
2308,202718.5898410847
986,152097.36630841705
1302,157397.3129888397
585,162710.35442860637
2708,151660.0209994954
147,127066.95384617537
1441,227307.9794195323
383,168566.75842706367
285,153649.86842192188
181,107857.79230474224
358,201642.0117340917
780,167924.47492432018
258,205530.81808882148
1865,230006.93831453114
692,131885.79127697376
2902,309396.74594050104
508,249547.15845427196
2638,129835.58592668167
36,161046.49011484833
611,176504.95862626767
2281,116417.44535347162
1678,132281.50952413602
1696,432425.98422243644
1557,80804.86773928869
2180,162456.9307614871
1726,252443.2873912439
951,140675.01668284103
267,229515.70771093687
2706,134142.0920443006
2221,233852.16272237164
1357,167286.6439059445
2901,300521.868383985
347,194820.1030630199
2164,202772.56411930287
1586,300093.0473433691
360,161516.55648848874
1769,229331.37565075292
2617,165780.5130549185
1879,145796.3081915423
991,225307.50783096952
1535,106005.05579576464
1191,148708.44793808224
1579,202706.89083909808
1882,135818.8020838427
1510,111449.89096073281
2196,159914.7795747214
1845,196261.17473842087
2336,313848.2063870104
942,92774.29549044694
861,121707.72387153163
2555,90585.41833401426
1392,148396.17840799195
2099,256629.29873239133
1543,147698.9825709692
948,269114.78610575665
1239,163772.0074303017
22,199997.32679024193
2796,243848.07084965182
2747,186702.38899261903
92,279851.1269175329
210,160893.72225105972
1858,236431.9647194494
2228,183123.860418442
447,238270.1737190701
827,247948.4257815726
1649,228523.8907817084
682,126143.49600965272
2698,112814.66788071534
494,184726.92096504555
214,98751.36726287864
2441,237181.2515157167
2679,101892.08977897718
1336,122358.25130895921
465,197337.2207700792
1524,131024.79502335955
2543,114201.20092691801
631,124338.65718381126
2452,295268.22363455524
228,166241.3276279027
126,163515.6762576753
1092,251218.9132041142
1122,197913.27047875887
932,213818.00551832822
1980,80500.92571938947
2171,95443.91883424178
551,152008.47423082555
2768,177996.92707288155
2056,106557.03807475105
1159,318490.7520653568
2645,134826.6697106321
1174,189976.6588891223
2266,215298.71728063805
2462,345315.6793438364
1219,137624.36319470892
2922,190102.6266231944
118,142470.3588561821
474,189544.60334653844
2576,150084.2144496027
872,270646.75218811224
1077,254363.60606905734
1536,138724.13839959176
1150,121470.18395568556
2341,288110.9239806826
1931,132279.66250231492
2785,118770.10222595924
2538,122919.81919545413
597,218381.02639702903
464,232402.80779334312
233,230364.49643646862
2169,120809.10522984987
2123,176953.2113350338
1867,168403.36920506743
137,253147.222990126
515,238581.98539805991
933,137912.36678860785
2784,164225.0705144272
972,179170.6333890144
599,161525.8232105263
2614,118693.93881018723
2582,155759.13051102287
1409,158300.09498785847
175,81068.00343518685
352,215456.63608246672
976,94034.70594327124
2134,194590.3433938293
984,101897.51106351177
2396,352280.06265739043
1673,153651.5186323883
404,148384.41220899887
607,168897.28347939756
814,185278.76046529715
868,200197.70201046404
2271,188009.1238842456
1633,238063.46221976148
337,182992.12443264478
2765,168266.12109243206
1746,251163.219351153
368,283688.3358458533
2806,218380.42555604762
1662,191873.39009647368
1234,216455.08701800782
1373,127787.55524053928
1672,107144.1433216364
1939,126301.74781709371
