,Id,SalePrice
90,503,184792.28386492308
91,511,284904.31436660636
92,521,178133.7201830301
93,530,103619.75898489295
94,534,229561.10537886838
95,540,121604.87974258629
96,554,168975.99468399983
97,555,270145.25836469687
98,556,171682.5885990563
99,566,213537.55308131786
100,567,130032.38358558231
101,576,278829.5380086488
102,577,309813.5501773846
103,578,171445.618849512
104,593,216357.13826926542
105,600,159261.56029850652
106,605,218835.04160368786
107,608,165596.58956721338
108,629,127342.14534881117
109,640,78098.47698850975
110,642,245471.930251488
111,643,162858.31167695145
112,647,170331.70579906763
113,659,161117.29293325674
114,665,92065.68999516008
115,667,109896.83349329788
116,673,248631.0685032141
117,676,175812.45118668865
118,680,191058.67748146673
119,687,108348.55830155073
120,688,167779.28130675675
121,693,151833.1520090952
122,695,128097.31024156499
123,697,214435.83826681873
124,700,146483.75786203585
125,702,271117.30978773785
126,703,136613.16317644576
127,712,135507.3118616914
128,717,226027.59545793268
129,720,133633.42187467671
130,726,232882.04790712357
131,736,201358.6239720903
132,738,161472.42462217595
133,741,149387.86722331154
134,745,297442.74933065404
135,750,116455.10010252651
136,756,150414.43571201674
137,776,167762.150440846
138,783,128192.98874114429
139,790,209628.5916021539
140,796,164494.89270855027
141,797,105948.66456538676
142,798,93488.4912787022
143,804,270946.44523866434
144,805,190446.23408136948
145,806,169767.51687977798
146,808,124372.81709864984
147,821,307243.99480789725
148,822,130873.9473036514
149,825,232457.3120862808
150,830,102250.39123772758
151,842,302010.80806046526
152,845,126799.22370492743
153,852,110126.72991858135
154,859,109971.24832127217
155,860,103258.3356609983
156,873,283985.38478280534
157,885,128329.444476982
158,890,52687.361831167276
159,895,152145.85764318847
160,899,169296.4004725916
161,906,180141.18870140097
162,918,157037.5149086324
163,923,242363.4085357439
164,925,277759.96427744074
165,934,324366.75183967385
166,947,154351.45943708543
167,957,102621.41115608877
168,958,192215.3242856464
169,963,165962.73624729065
170,967,250804.74766038114
171,968,295755.55502239184
172,971,213399.77435951564
173,978,176100.23070376887
174,996,72926.5023551715
175,1001,125162.9630806284
176,1009,129817.7034071166
177,1022,280297.06539799005
178,1024,202274.1810585843
179,1027,205808.87736846966
180,1030,338073.24510283384
181,1032,223598.06485435006
182,1035,225343.40891174626
183,1042,153215.75318392593
184,1047,106400.20927487155
185,1055,228097.6741162752
186,1059,163675.13132309314
187,1061,218338.4296413379
188,1064,194794.17335750273
189,1095,293206.68208451464
190,1099,124806.29460868626
191,1103,180311.4371996806
192,1109,156274.84082946135
193,1112,179511.50334582909
194,1114,141802.14758983412
195,1116,168005.1859058841
196,1117,249086.99009170238
197,1119,270930.17490521487
198,1121,320127.0039626076
199,1137,192890.74198049193
200,1144,233877.6009728648
201,1145,249502.66567951813
202,1147,134761.5044365739
203,1148,266417.33790443017
204,1149,113771.03336338818
205,1153,124874.47773412321
206,1154,60436.573078884045
207,1161,287628.6432941917
208,1167,131687.22232204804
209,1171,115140.65471978846
210,1188,210491.4181703606
211,1189,236687.63667066974
212,1195,355733.72644459934
213,1201,133130.00004846597
214,1211,317743.9681150169
215,1214,122662.11118167834
216,1231,193810.23235185337
217,1240,154473.89283670438
218,1241,224735.34665449613
219,1246,107438.7511965229
220,1249,205350.54932644448
221,1250,148483.04974422778
222,1252,163575.6881633773
223,1259,161583.84479103042
224,1267,222685.9728824147
225,1269,271752.79195871984
226,1270,141565.2821505122
227,1272,111073.90645528966
228,1274,239613.744833257
229,1276,206049.15864184377
230,1279,159272.16577999364
231,1281,104822.14562094904
232,1286,152235.26732936592
233,1287,230272.4174264406
234,1290,216134.32076789704
235,1291,115873.84321127518
236,1297,206283.65677184812
237,1303,249316.144674027
238,1312,256800.26296004327
239,1322,182897.9039619414
240,1327,166816.4910660424
241,1334,234188.49925064066
242,1341,170906.95178575796
243,1347,116386.57791639239
244,1348,160215.52027608376
245,1353,221945.54849247608
246,1356,187899.82580755767
247,1361,282510.0313987089
248,1364,136628.72237372503
249,1369,291450.4473167138
250,1371,123271.34278326621
251,1374,188329.41152166386
252,1387,330359.177669822
253,1394,143008.1216715511
254,1406,185816.6095209052
255,1411,169106.5569189372
256,1413,206170.59370693078
257,1414,272020.1696701967
258,1425,519982.6565556051
259,1431,370969.59387516696
260,1444,121700.03195893992
261,1452,192107.14641812953
262,1468,113775.20689859596
263,1471,241801.55972250906
264,1474,116114.31826386348
265,1475,235126.62989638327
266,1478,125178.97385563255
267,1496,218450.5580882569
268,1500,227611.91816054803
269,1509,271681.6775892204
270,1513,161703.82762759968
271,1518,58561.58802575061
272,1523,170979.99697336633
273,1526,227951.3633393828
274,1529,185868.37432508238
275,1540,168545.64557569416
276,1545,171118.5487473342
277,1546,83337.51201426632
278,1558,155508.0018083258
279,1559,125057.7640352108
280,1563,186741.2019245178
281,1568,167288.68237604288
282,1578,126924.85301505547
283,1584,182210.5676443962
284,1604,110604.66205085491
285,1606,171180.58614709074
286,1624,198475.61573726422
287,1656,209593.0604647914
288,1668,124216.66104802275
289,1674,301088.71168592176
290,1677,239244.54561133514
291,1679,121710.52050113963
292,1685,218963.11236852492
293,1692,332549.07348015474
294,1693,127747.0194720371
295,1709,248090.56885532782
296,1711,247185.22986051755
297,1717,120651.52253867043
298,1718,116738.47899496599
299,1721,183735.90613782464
300,1722,205584.72877980984
301,1725,206979.16118314528
302,1730,374156.9635913493
303,1731,121740.3761633733
304,1733,327171.0567801208
305,1737,228509.7179805318
306,1747,137097.4592038524
307,1748,189248.58695125027
308,1749,121841.1108501587
309,1761,133740.01337132847
310,1768,313439.83426916297
311,1770,115120.72595404048
312,1776,174374.69098392988
313,1781,279851.2837687358
314,1785,118943.84384999267
315,1792,243816.41655338227
316,1798,253581.17657256534
317,1818,127448.1516321945
318,1823,136819.99186185107
319,1838,326952.1232699241
320,1851,274331.70819843624
321,1883,214560.9275266883
322,1898,162356.15877209028
323,1908,211287.4258805644
324,1917,217226.99927350538
325,1918,222583.94256189052
326,1920,140322.34788786728
327,1922,203284.6040969336
328,1923,127844.75270764393
329,1935,143399.1644244455
330,1936,153425.21820715093
331,1944,123718.05155114316
332,1946,304406.71018927364
333,1952,364466.4564416359
334,1954,219579.26382086336
335,1958,202052.6723454073
336,1966,252141.4193121752
337,1969,173597.82870430924
338,1977,380729.7231621371
339,1984,189987.5813657998
340,1989,88973.21319634291
341,1991,138579.94810007932
342,1992,265194.8767869732
343,1997,309930.2197083663
344,1999,173205.75480329004
345,2003,77753.30545771109
346,2005,107467.2075296653
347,2010,185677.47271485135
348,2012,139260.28663395694
349,2016,117577.48753534231
350,2017,126059.81088921972
351,2022,185386.52527355048
352,2023,101213.46032245576
353,2035,222897.92853922877
354,2036,244714.34409846936
355,2040,134324.38224091593
356,2042,192360.35071243212
357,2055,189990.49291257138
358,2059,113758.13923947197
359,2066,287873.07038770284
360,2070,121020.9189771006
361,2078,170369.6582331805
362,2080,129366.23405560036
363,2085,237333.3795778886
364,2089,201939.23685989546
365,2090,82013.83574560008
366,2092,140541.52932230913
367,2094,194111.94891854096
368,2095,294131.54036254453
369,2098,159478.10872598624
370,2103,274480.0508482032
371,2122,191444.17006983547
372,2135,91364.49506295007
373,2136,182714.7329412595
374,2143,175246.70170325923
375,2145,233509.1422277106
376,2148,150137.18167543484
377,2155,230007.6827210614
378,2156,139234.02103266603
379,2157,195196.922256559
380,2159,185986.83481161433
381,2161,219049.90446676066
382,2165,138314.88053755817
383,2182,149514.42242327437
384,2184,139885.89178675495
385,2191,114143.78237903229
386,2192,77077.79561724812
387,2198,283218.7031265859
388,2204,147428.35556477867
389,2210,127401.60676270183
390,2213,199854.7425426317
391,2215,130443.92990287815
392,2219,141511.3719769677
393,2246,141062.14727134808
394,2247,109870.34255210866
395,2256,180155.18826348044
396,2259,115544.93093166585
397,2263,137840.1107716612
398,2274,257718.91416267533
399,2275,294525.0338103155
400,2280,117262.43971283476
401,2291,146518.2336794161
402,2295,295100.9208176304
403,2299,487895.8961538108
404,2302,102541.62430079955
405,2303,62728.53175842273
406,2315,45754.06308462971
407,2316,1692.4498722324206
408,2320,197107.92740459213
409,2321,147358.10965884948
410,2322,194298.3147932583
411,2340,180354.1739048341
412,2354,99719.72775006577
413,2357,245420.83039233688
414,2359,119885.90193102544
415,2361,140757.4957938586
416,2366,192244.9766925711
417,2367,279228.0086010709
418,2370,179186.0916528617
419,2373,313136.7310685069
420,2376,83413.65962240731
421,2378,171903.51117010415
422,2387,186750.24940290803
423,2392,144643.97780275895
424,2397,279734.1897753582
425,2399,446217.3271931098
426,2401,175587.6282874752
427,2402,129513.28063829831
428,2407,174169.77736490042
429,2411,162692.09149541892
430,2414,130062.9642908904
431,2418,115306.49243113722
432,2419,283218.7031265859
433,2427,113408.31065445453
434,2430,88813.35709094489
435,2442,143952.19557504106
436,2446,241234.63734046015
437,2457,284568.3096274864
438,2458,203750.8209981774
439,2465,151002.46389514243
440,2467,218103.63430510086
441,2479,104617.79254875025
442,2482,169839.06776444917
443,2485,153150.48641616615
444,2488,129250.47493120609
445,2500,235295.76443774346
446,2509,73665.01059600446
447,2512,111137.31794761753
448,2515,157149.1049072898
449,2516,207698.0601443315
450,2520,209155.88611733238
451,2527,140893.89029810292
452,2532,139830.8150438821
453,2539,207679.29501576305
454,2551,205427.51501476247
455,2557,254206.2686629928
456,2563,160339.76482096774
457,2564,131445.59466075237
458,2570,200333.6216744619
459,2571,211330.955606538
460,2584,154099.4982756077
461,2587,148160.0938388392
462,2589,233545.32891632043
463,2597,164442.2816594485
464,2602,181196.94502684334
465,2605,260338.43662687426
466,2610,85880.68334591115
467,2611,197612.5704834846
468,2616,110263.70609247472
469,2620,107314.52445582334
470,2623,182166.54375248923
471,2631,111883.0709176059
472,2639,117327.89023478673
473,2647,228619.556138855
474,2648,113769.76805141309
475,2650,282715.7087038304
476,2652,139422.32397925993
477,2656,246465.1492456392
478,2658,154628.7199915248
479,2661,222990.87169497146
480,2665,259414.85926020326
481,2673,204197.35888248566
482,2678,80847.31747064843
483,2685,179577.44841721133
484,2695,171447.7724092533
485,2700,55457.107952244725
486,2711,194316.6088119318
487,2719,318715.6403945555
488,2721,69927.63086261829
489,2733,219793.65989264045
490,2739,142349.74361630986
491,2751,149189.84448184914
492,2754,96277.00778505893
493,2755,111822.4069350615
494,2756,193387.09828323458
495,2758,102235.38235135177
496,2763,214856.98743796226
497,2764,126762.82838185987
498,2781,95997.02365939367
499,2786,447141.53712442645
500,2797,134951.32628840997
501,2801,135615.4061095137
502,2805,324240.7610653126
503,2812,216853.71126180195
504,2817,184319.91150054484
505,2822,95575.35194646519
506,2825,111033.63259262152
507,2828,289036.2059633737
508,2831,214058.09069008232
509,2843,242608.0911004066
510,2845,114242.25793897214
511,2847,210305.5888675691
512,2855,105351.79641264988
513,2856,181915.92332307104
514,2865,124568.6743852396
515,2867,124609.27465801421
516,2869,111053.26891497862
517,2870,104197.81681030641
518,2874,46302.90704503708
519,2876,289956.2734342332
520,2909,157699.66471116155
521,2916,114636.51258111688
522,2921,210644.6677808194
523,2925,195795.40979591472
